Index,Summary
1669,"Ophthalmologist needed.  Johnson & Johnson and Zeiss technology used.  Experienced support team and state-of-the-art clinics. Flexible work, research opportunities."
1670,"Ophthalmologist needed.  Johnson & Johnson Vision and Zeiss technology utilized.  State-of-the-art clinics, flexible work, clinical research opportunities.  Experienced support team."
1671,"Ophthalmologist needed.  Johnson & Johnson/Zeiss technology, premium IOLs, clinical support, flexible hours, research opportunities. State-of-the-art clinics."
1672,"Ophthalmologist needed.  Johnson & Johnson and Zeiss technology used.  Experienced support team, state-of-the-art clinics.  Flexible work, research opportunities available."
1673,"Ophthalmologist needed.  Johnson & Johnson and Zeiss technology used.  State-of-the-art clinics, flexible work, clinical research opportunities.  Premium IOL experience preferred."
1674,"Ophthalmologist needed.  Johnson & Johnson Vision and Zeiss technology used.  Experienced support team, state-of-the-art clinics, flexible hours.  Clinical research opportunities available."
1675,Ophthalmologist needed.  Johnson & Johnson and Zeiss technology used.  Experience with premium IOLs preferred.  Clinical support provided. Flexible work. Research opportunities available.
1676,"Ophthalmologist needed.  Johnson & Johnson and Zeiss technology.  Premium IOLs, clinical support, state-of-the-art clinics, flexible hours, research opportunities."
1677,"Ophthalmologist needed.  Johnson & Johnson Vision and Zeiss technology used.  State-of-the-art clinics, flexible work, clinical research opportunities.  Premium IOL experience preferred."
1678,Ophthalmologist needed.  Johnson & Johnson and Zeiss technology used.  Experienced support team. State-of-the-art clinics. Flexible work. Clinical research opportunities.
1679,I need the full job description to summarize it.  The provided text only gives a job title and ID number.
1680,"Veterinary Pathologist needed with 4+ years' experience in toxicologic pathology in pharmaceutical drug development.  Responsibilities include microscopic tissue evaluation, report writing, peer review, necropsy supervision, client communication, and GLP compliance.  Excellent communication skills required."
1681,GMC-registered Consultant Histopathologist needed.  MRCPath (or equivalent) required; CCT or near completion.  Specialist interest in at least one tumour site.
1682,"Investigative Pathologist needed.  Requires expertise in health, research management, and laboratory work.  Experience in life sciences a plus."
1683,"Associate Professor of Forensic Pathology sought.  Requires forensic pathology expertise, supervisory experience, research publications, teaching qualifications, and public communication skills.  Responsibilities include autopsies, casework, supervision, research, and teaching.  Greenland/Faroe Islands travel required."
1684,"Associate Professor of Forensic Pathology needed.  Duties include autopsies, casework supervision, teaching, research (publications required), and public communication.  Requires specialist certification and significant research experience."
1685,"Cellular Pathology Consultant needed.  Up to 30% non-clinical work possible.  Relocation package (£8000), NHS pension, benefits, and development program offered.  Commitment awards available."
1686,"Speech and Language Pathologist needed.  Requires MQF level 6 Communication Therapy degree, CPCM registration, diverse SLP methodology knowledge, and excellent Maltese/English communication. Disability field experience preferred."
1687,"Principal Pathologist needed.  Requires veterinary doctorate, board certification (e.g., ACVP), and significant toxicology pathology experience.  Responsibilities include tissue evaluation, report writing, client interaction, staff training, and business development."
1688,"Senior Veterinary Pathologist needed for pathological evaluations (toxicology, discovery, safety studies). Requires veterinary degree, pathology boards, histopathology/necropsy experience, and GLP training.  Client liaison, report writing, and occasional European travel required."
1689,"Cellular Pathologist Consultant needed.  Requires compassion, excellence, respect for diversity, integrity, and strong listening/support skills."
1690,"Speech and Language Pathologist needed.  Requires MQF Level 6 Communication Therapy degree, CPCM registration,  SLP methodology knowledge, and excellent Maltese/English communication. Disability field experience preferred."
1691,"Pathologist needed for R&D in cancer therapies.  Requires expertise in solid tumor analysis, immunofluorescence, molecular pathology, and multiplex IF analysis.  Experience with flow cytometry and leadership skills essential.  Global collaboration and excellent communication skills required."
1692,Consultant Histopathologist needed.  Regular email checks required.  Apply promptly as closing date may be brought forward.  Safeguarding responsibilities apply.
1693,"Locum Consultant Histopathologist needed.  Minimum 3-month commitment, starting within 1-4 weeks.  Full GMC registration required. NHS experience preferred.  Car access preferred.  £1000 bonus for new registrations.  PAYE, limited company, and umbrella payroll options."
1694,"Pathologist needed in Denmark (4-5 years experience).  Specialization in breast, gastro, or dermatopathology preferred.  €108665+ annual salary, relocation assistance, language training provided."
1695,Full-time Consultant Histopathologist needed in Ireland.  Specialist Registration with Irish Medical Council required; Irish or UK experience preferred.  Excellent pay.
1696,"Consultant Histopathologist needed in Dublin.  Requires Irish registration, minimum one year postgrad experience, leadership skills, and involvement in teaching, audit, and quality improvement.  Multidisciplinary team environment."
1697,"Pathologist's assistant needed (1+ year experience).  24-36 hours/week, 1-year contract (potential for permanent).  Max salary €3774 (36 hours).  Benefits include 13th month salary and more.  Located in St. Antonius."
1698,Pathologist's assistant needed (1+ year experience).  24-36 hour contract (potential for permanent).  Up to €3774 gross monthly (36 hours).  Excellent benefits including 13th month salary.  Located at St. Antonius Hospital.
1699,"Community Eating Disorder Service seeks Consultant Psychiatrist.  Mentorship, leadership opportunities, 30 days study leave, £800 study budget, flexible work, excellent benefits, relocation package up to £7.5k."
1700,"Consultant Psychiatrist needed for general adult community.  Offers mentorship, leadership opportunities, 30 days study leave over 3 years (£800 annual budget), flexible working, excellent benefits, relocation package up to £7.5k."
1701,"Consultant Psychiatrist needed.  Requires MBBS, MRCPsych, GMC registration, and significant NHS experience.  Excellent communication and leadership skills essential.  Teaching, research, and audit experience preferred."
1702,"NHS seeks Locum Consultant Psychiatrist.  Competitive salary and benefits; relocation package up to £8,000 offered."
